City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
477,Karaman,TR,37.0833,33.25,35.44,92,16,7.61,few clouds
478,Mount Isa,AU,-20.7333,139.5,80.37,69,75,4.61,broken clouds
479,Andenes,NO,69.3143,16.1194,33.93,86,100,9.22,snow
480,Lucelia,BR,-21.7203,-51.0189,80.38,64,100,6.91,heavy intensity rain
481,Asau,RO,46.4333,26.4,34.72,75,85,4.88,overcast clouds
482,Souillac,MU,-20.5167,57.5167,76.55,76,72,14.99,broken clouds
483,Inongo,CD,-1.95,18.2667,71.83,92,100,6.29,overcast clouds
484,Duldurga,RU,50.6761,113.5931,-3.42,80,97,10.96,overcast clouds
485,Abu Samrah,SY,35.3029,37.1841,49.39,87,100,3.02,overcast clouds
486,Flagstaff,US,35.1981,-111.6513,34.18,94,100,19.57,light snow
487,Lahat,ID,-3.8,103.5333,73.18,96,100,1.59,moderate rain
488,Tawang,IN,27.5833,91.8667,24.48,66,33,4.9,scattered clouds
489,Oussouye,SN,12.485,-16.5469,72.12,53,57,7.0,broken clouds
490,Honningsvag,NO,70.9821,25.9704,33.55,86,100,8.05,overcast clouds
491,Kysyl-Syr,RU,63.8986,122.7617,-56.31,100,91,2.64,overcast clouds
492,Rehoboth,NA,-23.3167,17.0833,75.02,46,95,5.21,overcast clouds
493,Rio Grande,BR,-32.035,-52.0986,71.56,77,0,12.93,clear sky
494,Todos Santos,MX,23.45,-110.2167,75.31,75,0,10.87,clear sky
495,Wladyslawowo,PL,54.7909,18.4009,38.55,88,70,22.12,broken clouds
496,Sajoszentpeter,HU,48.2167,20.7167,40.95,94,100,8.01,overcast clouds
497,Srikakulam,IN,18.3,83.9,67.05,91,15,3.33,few clouds
498,Aklavik,CA,68.2191,-135.0107,-18.71,99,92,4.16,overcast clouds
499,Magistralnyy,RU,56.1725,107.4458,-4.54,98,100,5.17,light snow
500,Saldanha,ZA,-33.0117,17.9442,64.78,84,10,3.91,clear sky
501,Castiglione Del Lago,IT,43.1271,12.0453,49.37,87,86,8.12,overcast clouds
502,Greenwood,US,34.1668,-82.1165,51.08,54,0,4.61,clear sky
503,Russell,US,32.3502,-85.1999,58.23,53,75,6.91,broken clouds
504,Dinghai,CN,26.2847,119.7936,46.85,73,100,12.84,overcast clouds
505,Harnosand,SE,62.6323,17.9379,10.4,82,27,7.96,scattered clouds
506,San Patricio,US,28.017,-97.5169,76.15,60,14,2.21,few clouds
507,Paramonga,PE,-10.6667,-77.8333,70.74,80,61,7.85,broken clouds
508,Salt,JO,32.0392,35.7272,43.88,83,30,2.66,scattered clouds
509,Ushtobe,KZ,45.2514,77.9838,0.1,84,2,4.12,clear sky
510,Ucluelet,CA,48.9329,-125.5528,46.71,93,100,6.78,overcast clouds
511,Westport,US,41.1415,-73.3579,41.56,50,75,6.91,broken clouds
512,Mount Pleasant,US,32.7941,-79.8626,55.54,57,0,5.75,clear sky
513,Havre-Saint-Pierre,CA,50.2334,-63.5986,29.73,92,100,24.0,snow
514,Laguna,US,38.421,-121.4238,56.28,62,0,4.61,clear sky
515,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,70.14,73,0,11.16,clear sky
516,Ciudad Real,ES,39.0,-4.0,48.15,95,100,13.0,overcast clouds
517,Road Town,VG,18.4167,-64.6167,78.89,71,80,19.73,broken clouds
518,Demak,ID,-6.8909,110.6396,78.03,88,99,1.92,overcast clouds
519,Murdochville,CA,48.9583,-65.5006,20.39,96,100,11.68,snow
520,Polyarnyy,RU,69.1989,33.4478,28.65,87,100,12.1,overcast clouds
521,Macaparana,BR,-7.5547,-35.4531,72.46,84,100,4.63,overcast clouds
522,Nileshwar,IN,12.25,75.1,71.62,80,2,5.01,clear sky
523,Huangzhai,CN,38.0751,112.6595,18.01,63,62,7.94,broken clouds
524,Sorong,ID,-0.8833,131.25,82.2,79,85,6.71,overcast clouds
525,Rosita,NI,13.9268,-84.4032,69.67,73,4,1.66,clear sky
526,Nchelenge,ZM,-9.3451,28.734,68.67,87,100,5.68,light rain
527,Dhidhdhoo,MV,6.8833,73.1,80.26,75,16,13.11,few clouds
528,Gainesville,US,29.6516,-82.3248,56.08,54,0,6.91,clear sky
529,Cavalcante,BR,-13.7975,-47.4583,70.79,74,94,1.97,overcast clouds
530,Portales,US,34.1862,-103.3344,53.13,41,36,15.95,scattered clouds
531,Manono,CD,-7.3,27.4167,67.66,97,100,1.25,light rain
532,Madingou,CG,-4.1536,13.55,72.25,94,98,0.51,overcast clouds
533,Nador,MA,35.174,-2.9287,61.05,51,0,9.22,clear sky
534,Nakhon Phanom,TH,17.3333,104.4167,55.15,84,4,5.06,clear sky
535,Karonga,MW,-9.9333,33.9333,71.11,90,90,3.98,overcast clouds
536,Luau,AO,-10.7073,22.2247,62.82,98,100,3.18,overcast clouds
537,Old Saybrook,US,41.2918,-72.3762,39.22,64,75,13.8,broken clouds
538,Dawlatabad,AF,36.4141,64.9053,13.75,87,92,2.66,overcast clouds
539,Trebukhiv,UA,50.4843,30.903,37.92,90,100,17.34,overcast clouds
540,Solca,RO,47.7,25.85,38.43,89,99,5.61,overcast clouds
541,Itabirito,BR,-20.2533,-43.8014,66.04,91,68,3.2,broken clouds
542,Nisia Floresta,BR,-6.0911,-35.2086,77.58,78,100,7.67,overcast clouds
543,Algiers,DZ,36.7525,3.042,57.02,55,20,23.02,few clouds
544,Shahrud,IR,36.4182,54.9763,31.44,51,82,1.45,broken clouds
545,Kalur Kot,PK,32.1564,71.2594,45.23,17,0,2.17,clear sky
546,Rumoi,JP,43.9344,141.6428,21.51,85,100,3.49,snow
547,Tsiroanomandidy,MG,-18.7667,46.0333,64.36,93,6,3.22,clear sky
548,Voyvozh,RU,62.892,54.9635,13.87,91,100,12.37,overcast clouds
549,Hvide Sande,DK,56.0045,8.1294,38.08,93,100,21.45,overcast clouds
550,Kabwe,ZM,-14.4469,28.4464,62.67,99,100,4.0,light rain
551,Gamba,GA,-2.65,10.0,76.75,82,99,2.73,light rain
552,Linhares,BR,-19.3911,-40.0722,72.27,92,7,2.82,clear sky
553,Vanavara,RU,60.34,102.2797,-24.21,97,100,7.65,light snow
554,Penzance,GB,50.1186,-5.5371,39.88,92,100,10.87,light rain
555,Nayoro,JP,44.3506,142.4578,15.13,88,98,2.64,overcast clouds
556,Roseau,DM,15.3017,-61.3881,76.41,74,39,5.46,scattered clouds
557,Kawalu,ID,-7.3817,108.2082,74.3,93,100,0.6,overcast clouds
558,Cape Coast,GH,5.1053,-1.2466,79.36,85,11,4.85,few clouds
559,Bar Harbor,US,44.3876,-68.2039,33.28,90,100,10.0,snow
560,Touros,BR,-5.1989,-35.4608,78.96,76,62,12.84,broken clouds
561,Pokhara,NP,28.2333,83.9833,47.25,41,0,4.83,clear sky
562,Lucea,JM,18.451,-78.1736,75.06,71,1,15.19,clear sky
563,Mabaruma,GY,8.2,-59.7833,72.46,89,30,3.76,scattered clouds
564,Necochea,AR,-38.5473,-58.7368,64.27,78,0,15.75,clear sky
565,Mezhdurechensk,RU,53.6942,88.0603,12.7,94,100,8.77,light snow
566,Ambon,ID,-3.6954,128.1814,82.04,76,100,4.21,overcast clouds
567,Eldorado,BR,-23.7869,-54.2836,77.79,68,83,3.13,broken clouds
568,York,US,40.1254,-77.0,41.99,30,0,6.91,clear sky
569,Buchanan,LR,5.8808,-10.0467,78.22,87,26,4.79,scattered clouds
570,Mandalgovi,MN,45.7625,106.2708,-2.02,67,0,7.52,clear sky
571,Mandali,IQ,33.7499,45.5541,53.49,69,0,4.43,clear sky
572,Henties Bay,NA,-22.116,14.2845,68.63,84,96,5.1,overcast clouds
573,Hofn,IS,64.2539,-15.2082,30.7,59,100,24.2,overcast clouds
574,Paamiut,GL,61.994,-49.6678,2.16,73,100,13.82,overcast clouds
575,Mizdah,LY,31.4451,12.9801,47.52,42,26,9.66,scattered clouds
576,Kailua,US,21.4022,-157.7394,82.44,81,31,3.0,light rain
577,Nanortalik,GL,60.1432,-45.2371,9.25,60,6,16.98,clear sky
578,Huanren,CN,41.2647,125.3667,6.01,77,5,2.46,clear sky
579,Perth,AU,-31.9333,115.8333,65.03,52,0,14.97,clear sky
580,Makakilo City,US,21.3469,-158.0858,80.98,63,20,11.5,few clouds
581,Adrar,MR,20.5022,-10.0711,64.02,18,77,11.03,broken clouds
582,Tuy Hoa,VN,13.0833,109.3,70.88,90,98,10.56,overcast clouds
583,Broken Hill,AU,-31.95,141.4333,96.94,20,5,14.2,clear sky
584,Sitrah,BH,26.1547,50.6206,68.0,90,62,9.22,broken clouds
585,The Valley,AI,18.217,-63.0578,73.81,80,7,20.42,clear sky
586,Luderitz,NA,-26.6481,15.1594,67.26,82,97,6.38,overcast clouds
587,Novorzhev,RU,57.0294,29.3338,32.49,92,100,6.96,overcast clouds
588,Naze,JP,28.3667,129.4833,55.11,68,94,11.95,overcast clouds
589,Chapais,CA,49.7834,-74.8492,5.76,96,24,3.47,few clouds
590,Bahce,TR,37.1972,36.5766,42.64,92,100,5.86,overcast clouds
591,Sechura,PE,-5.5569,-80.8222,73.98,64,71,15.41,broken clouds
592,Tamasane,BW,-22.4184,27.4013,67.87,66,17,5.3,few clouds
593,Shache,CN,38.4167,77.2406,-6.32,97,14,2.37,few clouds
594,Casa Nova,BR,-9.4167,-41.1333,80.78,54,93,16.22,light rain
595,Yakeshi,CN,49.2833,120.7333,-10.98,98,100,7.11,overcast clouds
596,Fuerte Olimpo,PY,-21.0415,-57.8738,79.32,72,41,5.44,scattered clouds
597,Gorontalo,ID,0.5412,123.0595,80.33,84,65,1.5,broken clouds
598,Vardo,NO,70.3705,31.1107,35.58,87,100,20.71,overcast clouds
599,Bulgan,MN,48.8125,103.5347,-9.8,84,9,5.17,clear sky
600,Celestun,MX,20.8667,-90.4,75.31,65,18,7.74,few clouds
601,Awbari,LY,26.5921,12.7805,51.3,42,0,6.38,clear sky
602,Jacmel,HT,18.2342,-72.5347,76.84,78,14,2.24,few clouds
603,Kibre Mengist,ET,5.8833,38.9833,53.01,56,69,2.84,broken clouds
604,Waw,SS,7.7029,27.9953,73.62,30,69,5.41,broken clouds
605,Benguela,AO,-12.5763,13.4055,78.6,72,100,4.68,overcast clouds
606,Pemba,MZ,-12.974,40.5178,76.37,84,94,6.13,overcast clouds
607,Qandala,SO,11.472,49.8728,73.08,75,5,5.01,clear sky
608,Kargasok,RU,59.0556,80.8572,14.27,92,100,13.56,overcast clouds
609,Bundaberg,AU,-24.85,152.35,74.21,99,100,3.0,light rain
610,Sagar,IN,23.8333,78.7167,45.48,44,0,5.28,clear sky
611,Tromso,NO,69.6496,18.957,30.22,80,100,17.27,light snow
612,Hay River,CA,60.8156,-115.7999,10.36,79,75,9.22,light snow
613,Lufkin,US,31.3382,-94.7291,69.93,82,75,4.61,broken clouds
614,Podgornoye,RU,51.735,39.1496,28.62,93,100,8.95,overcast clouds
615,Araceli,PH,10.5529,119.9913,80.31,80,92,11.03,overcast clouds
616,Half Moon Bay,US,37.4636,-122.4286,55.62,76,75,19.57,haze
617,Lincoln,US,40.8,-96.667,40.28,80,100,11.01,overcast clouds
618,Canutama,BR,-6.5339,-64.3831,73.9,96,100,2.98,light rain
619,Kupang,ID,-10.1667,123.5833,81.79,76,89,4.34,overcast clouds
620,Hobyo,SO,5.3505,48.5268,75.7,75,1,16.91,clear sky
621,Aksu,CN,41.1231,80.2644,-1.84,92,7,5.1,clear sky
622,Sorland,NO,67.667,12.6934,33.66,72,81,8.3,light snow
623,Vilaka,LV,57.1846,27.6722,32.56,93,100,7.56,overcast clouds
624,Astaneh-Ye Ashrafiyeh,IR,37.2596,49.9444,41.85,88,44,1.77,scattered clouds
625,Aden,YE,12.7794,45.0367,75.99,70,9,10.65,clear sky
626,Mahajanga,MG,-15.7167,46.3167,77.02,94,20,2.3,few clouds
627,Alofi,NU,-19.0595,-169.9187,79.43,74,100,6.51,overcast clouds
628,Salinopolis,BR,-0.6136,-47.3561,76.08,87,92,10.42,overcast clouds
629,Bajil,YE,15.0584,43.2851,74.52,67,3,3.22,clear sky
630,Aransas Pass,US,27.9095,-97.15,75.29,86,0,6.91,mist
631,Quatre Cocos,MU,-20.2078,57.7625,78.1,74,65,16.91,broken clouds
632,Lorengau,PG,-2.0226,147.2712,83.75,70,100,5.08,overcast clouds
633,Vila Franca Do Campo,PT,37.7167,-25.4333,55.81,82,25,6.73,scattered clouds
634,Bangassou,CF,4.7413,22.8184,68.36,40,98,2.1,overcast clouds
635,Brokopondo,SR,4.75,-55.1667,74.66,90,42,8.84,scattered clouds
636,Megion,RU,61.0296,76.1136,5.59,98,99,6.58,overcast clouds
637,Tabou,CI,4.423,-7.3528,79.11,82,12,4.16,few clouds
638,Morro Bay,US,35.3658,-120.8499,53.4,88,82,7.0,broken clouds
639,Ampanihy,MG,-24.7,44.75,75.94,73,1,4.72,clear sky
640,Santa Maria Do Suacui,BR,-18.1903,-42.4142,67.51,92,4,1.28,clear sky
641,Lithgow,AU,-33.4833,150.15,69.3,56,84,5.73,broken clouds
642,Port Keats,AU,-14.25,129.55,84.45,73,86,9.75,overcast clouds
643,Juneau,US,58.3019,-134.4197,36.21,100,100,4.34,snow
644,Opuwo,NA,-18.0607,13.84,69.73,65,100,7.92,overcast clouds
645,Plyussa,RU,58.4308,29.3654,33.22,90,100,7.65,overcast clouds
646,Buritizeiro,BR,-17.3511,-44.9622,70.12,75,27,1.74,scattered clouds
647,Amboasary,MG,-25.0333,46.3833,72.25,89,0,4.92,clear sky
648,Aksha,RU,50.2814,113.2867,-4.74,81,97,7.45,overcast clouds
649,Perbaungan,ID,3.5679,98.956,73.54,91,96,5.48,overcast clouds
650,Zhanakorgan,KZ,43.9098,67.2495,22.69,44,0,5.61,clear sky
651,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,73.38,87,88,3.02,overcast clouds
652,Kyabram,AU,-36.3167,145.05,88.27,35,21,10.6,few clouds
653,Parkes,AU,-33.1333,148.1833,83.7,38,10,9.04,clear sky
654,Komsomolskiy,UZ,40.4272,71.7189,12.92,79,3,2.3,mist
655,Itamaraca,BR,-7.7478,-34.8256,78.01,79,100,7.43,overcast clouds
656,Bahia Honda,CU,22.9036,-83.1592,64.74,54,0,5.93,heavy intensity rain
657,Mitsamiouli,KM,-11.3847,43.2844,80.31,69,78,4.0,broken clouds
658,Boende,CD,-0.2167,20.8667,73.72,81,100,3.62,overcast clouds
659,Goderich,CA,43.7501,-81.7165,39.9,38,100,13.8,overcast clouds
660,Kita,ML,13.0349,-9.4895,72.81,14,10,4.94,clear sky
661,Sault Sainte Marie,CA,46.5168,-84.3333,36.16,85,20,13.8,few clouds
662,Bilibino,RU,68.0546,166.4372,-16.15,92,100,4.9,overcast clouds
663,Fonte Boa,BR,-2.4959,-66.2662,73.6,97,73,3.13,broken clouds
664,Baghdad,IQ,33.3406,44.4009,42.71,100,100,4.61,fog
665,Jambi,ID,-1.6,103.6167,73.56,96,99,2.84,moderate rain
666,Sokyryany,UA,48.4475,27.4168,41.22,81,100,20.69,overcast clouds
667,Bafoulabe,ML,13.8065,-10.8321,78.31,12,13,6.96,few clouds
668,Suzdal,RU,56.4281,40.4414,19.02,93,100,11.86,overcast clouds
669,Hargeysa,SO,9.56,44.065,54.97,94,16,8.03,few clouds
670,Talnakh,RU,69.4865,88.3972,-34.64,85,3,4.21,clear sky
671,Portland,US,45.5234,-122.6762,51.73,75,40,3.0,scattered clouds
672,Talpa,MX,28.8257,-111.6257,69.15,68,72,5.99,broken clouds
673,Huarmey,PE,-10.0681,-78.1522,70.79,77,76,7.29,broken clouds
674,Imbituba,BR,-28.24,-48.6703,74.32,91,99,4.07,overcast clouds
675,General Roca,AR,-39.0333,-67.5833,77.63,38,74,15.82,broken clouds
676,Vostok,RU,46.4856,135.8833,-12.93,93,77,3.91,broken clouds
677,Quelimane,MZ,-17.8786,36.8883,76.95,94,40,2.3,scattered clouds
678,Balabac,PH,7.9868,117.0645,80.15,81,40,5.77,scattered clouds
679,Prince Rupert,CA,54.3161,-130.3201,42.49,87,100,18.41,overcast clouds
680,Manado,ID,1.487,124.8455,83.17,78,20,2.3,few clouds
681,Samarai,PG,-10.6167,150.6667,81.97,71,100,3.24,light rain
682,Boralday,KZ,43.3578,76.8594,-2.34,84,4,4.47,mist
683,Thinadhoo,MV,0.5333,72.9333,78.89,68,92,1.25,overcast clouds
684,Maple Creek,CA,49.9168,-109.4848,28.45,86,100,4.61,overcast clouds
685,Port Augusta,AU,-32.5,137.7667,102.52,19,17,15.86,few clouds
686,Tessalit,ML,20.1986,1.0114,63.95,20,0,7.99,clear sky
687,Nelipyno,UA,48.561,23.0315,36.73,99,98,5.64,overcast clouds
688,Knysna,ZA,-34.0363,23.0471,70.59,95,96,5.57,overcast clouds
689,Port Pirie,AU,-33.1833,138.0167,98.65,24,8,14.61,clear sky
690,Villa Carlos Paz,AR,-31.4241,-64.4978,75.36,33,9,1.19,clear sky
691,Waingapu,ID,-9.6567,120.2641,81.03,77,100,4.97,overcast clouds
692,Evansville,US,37.9748,-87.5558,54.21,93,100,9.22,light rain
693,Port Hedland,AU,-20.3167,118.5667,84.25,74,79,12.66,broken clouds
694,Taksimo,RU,56.3444,114.8794,-22.47,92,99,2.84,overcast clouds
695,Anadyr,RU,64.75,177.4833,-6.52,69,100,15.66,overcast clouds
696,Wagga Wagga,AU,-35.1167,147.3667,86.85,56,6,1.01,clear sky
697,Polunochnoye,RU,60.8697,60.4153,2.93,84,20,5.48,few clouds
698,Khani,GE,41.9563,42.9566,40.57,66,95,6.98,overcast clouds
699,Talara,PE,-4.5772,-81.2719,74.16,68,0,18.41,clear sky
700,Avera,US,33.194,-82.5271,54.91,50,100,6.17,overcast clouds
701,Gladstone,AU,-23.85,151.25,78.73,73,100,10.36,light rain
702,Sinazongwe,ZM,-17.2614,27.4618,72.09,92,100,4.81,light rain
703,Buala,SB,-8.145,159.5921,85.66,66,100,4.47,overcast clouds
704,Sacramento,US,38.4666,-121.3177,55.4,74,100,4.61,overcast clouds
705,Komyshuvakha,UA,47.7176,35.5288,30.78,90,89,10.89,overcast clouds
706,Otradnoye,RU,59.7775,30.8181,35.65,90,68,8.63,broken clouds
707,Omboue,GA,-1.5746,9.2618,78.01,83,100,5.53,overcast clouds
708,Pout,SN,14.7739,-17.0603,77.76,29,0,9.22,clear sky
709,Yushan,CN,31.3776,120.9543,34.99,53,62,3.74,broken clouds
710,Kiruna,SE,67.8557,20.2251,11.32,92,100,5.75,overcast clouds
711,Nha Trang,VN,12.25,109.1833,71.6,86,96,7.49,overcast clouds
712,Isiro,CD,2.7739,27.616,66.27,45,44,3.38,scattered clouds
713,Yinchuan,CN,38.4681,106.2731,13.3,63,0,2.82,clear sky
714,Acapulco,MX,16.8634,-99.8901,80.42,69,0,5.75,clear sky
715,Siderno,IT,38.2779,16.302,53.91,79,89,6.26,overcast clouds
